race,data,time_frame,"time_frame == ""2000"""
Non-Hispanic White,207000,2006,FALSE
Non-Hispanic White,73000,2006,FALSE
Non-Hispanic White,53000,2006,FALSE
Non-Hispanic White,139000,2006,FALSE
Non-Hispanic White,23000,2006,FALSE
Non-Hispanic White,36000,2006,FALSE
Non-Hispanic White,25000,2006,FALSE
Non-Hispanic White,67000,2006,FALSE
Non-Hispanic White,24000,2006,FALSE
Non-Hispanic White,19000,2006,FALSE
Non-Hispanic White,270000,2006,FALSE
Non-Hispanic White,145000,2006,FALSE
Non-Hispanic White,11000,2006,FALSE
Non-Hispanic White,287000,2006,FALSE
Non-Hispanic White,99000,2006,FALSE
Non-Hispanic White,76000,2006,FALSE
Non-Hispanic White,223000,2006,FALSE
Non-Hispanic White,12000,2006,FALSE
Non-Hispanic White,67000,2006,FALSE
Non-Hispanic White,16000,2006,FALSE
Non-Hispanic White,162000,2006,FALSE
Non-Hispanic White,241000,2006,FALSE
Non-Hispanic White,51000,2006,FALSE
Non-Hispanic White,15000,2006,FALSE
Non-Hispanic White,84000,2006,FALSE
Non-Hispanic White,86000,2006,FALSE
Non-Hispanic White,110000,2006,FALSE
Non-Hispanic White,93000,2006,FALSE
Non-Hispanic White,10000,2006,FALSE
Non-Hispanic White,0.24,2006,FALSE
Non-Hispanic White,0.1,2006,FALSE
Non-Hispanic White,0.09,2006,FALSE
Non-Hispanic White,0.09,2007,FALSE
Non-Hispanic White,0.11,2007,FALSE
Non-Hispanic White,0.22,2007,FALSE
Non-Hispanic White,94000,2007,FALSE
Non-Hispanic White,11000,2007,FALSE
Non-Hispanic White,104000,2007,FALSE
Non-Hispanic White,75000,2007,FALSE
Non-Hispanic White,86000,2007,FALSE
Non-Hispanic White,14000,2007,FALSE
Non-Hispanic White,50000,2007,FALSE
Non-Hispanic White,226000,2007,FALSE
Non-Hispanic White,164000,2007,FALSE
Non-Hispanic White,15000,2007,FALSE
Non-Hispanic White,70000,2007,FALSE
Non-Hispanic White,14000,2007,FALSE
Non-Hispanic White,205000,2007,FALSE
Non-Hispanic White,75000,2007,FALSE
Non-Hispanic White,89000,2007,FALSE
Non-Hispanic White,272000,2007,FALSE
Non-Hispanic White,11000,2007,FALSE
Non-Hispanic White,143000,2007,FALSE
Non-Hispanic White,267000,2007,FALSE
Non-Hispanic White,19000,2007,FALSE
Non-Hispanic White,21000,2007,FALSE
Non-Hispanic White,65000,2007,FALSE
Non-Hispanic White,27000,2007,FALSE
Non-Hispanic White,34000,2007,FALSE
Non-Hispanic White,26000,2007,FALSE
Non-Hispanic White,143000,2007,FALSE
Non-Hispanic White,51000,2007,FALSE
Non-Hispanic White,70000,2007,FALSE
Non-Hispanic White,214000,2007,FALSE
Non-Hispanic White,68000,2007,FALSE
Non-Hispanic White,41000,2007,FALSE
Non-Hispanic White,35000,2007,FALSE
Non-Hispanic White,170000,2007,FALSE
Non-Hispanic White,77000,2007,FALSE
Non-Hispanic White,48000,2007,FALSE
Non-Hispanic White,60000,2007,FALSE
Non-Hispanic White,160000,2007,FALSE
Non-Hispanic White,150000,2007,FALSE
Non-Hispanic White,40000,2007,FALSE
Non-Hispanic White,5000,2007,FALSE
Non-Hispanic White,128000,2007,FALSE
Non-Hispanic White,189000,2007,FALSE
Non-Hispanic White,<500,2007,FALSE
Non-Hispanic White,7000,2007,FALSE
Non-Hispanic White,26000,2007,FALSE
Non-Hispanic White,57000,2007,FALSE
Non-Hispanic White,217000,2007,FALSE
Non-Hispanic White,82000,2007,FALSE
Non-Hispanic White,67000,2007,FALSE
Non-Hispanic White,7000,2007,FALSE
Non-Hispanic White,98000,2007,FALSE
Non-Hispanic White,0.1,2007,FALSE
Non-Hispanic White,0.08,2007,FALSE
Non-Hispanic White,0.11,2007,FALSE
Non-Hispanic White,0.08,2007,FALSE
Non-Hispanic White,0.16,2007,FALSE
Non-Hispanic White,0.09,2007,FALSE
Non-Hispanic White,0.12,2007,FALSE
Non-Hispanic White,0.1,2007,FALSE
Non-Hispanic White,0.09,2007,FALSE
Non-Hispanic White,0.1,2007,FALSE
Non-Hispanic White,0.13,2007,FALSE
Non-Hispanic White,0.16,2007,FALSE
Non-Hispanic White,0.13,2007,FALSE
Non-Hispanic White,0.09,2007,FALSE
Non-Hispanic White,0.11,2007,FALSE
Non-Hispanic White,0.13,2007,FALSE
Non-Hispanic White,0.12,2007,FALSE
Non-Hispanic White,0.06,2007,FALSE
Non-Hispanic White,0.08,2007,FALSE
Non-Hispanic White,0.09,2007,FALSE
Non-Hispanic White,0.1,2007,FALSE
Non-Hispanic White,0.15,2007,FALSE
Non-Hispanic White,0.13,2007,FALSE
Non-Hispanic White,0.07,2007,FALSE
Non-Hispanic White,0.13,2007,FALSE
Non-Hispanic White,0.13,2007,FALSE
Non-Hispanic White,0.06,2007,FALSE
Non-Hispanic White,0.07,2007,FALSE
Non-Hispanic White,0.14,2007,FALSE
Non-Hispanic White,0.21,2007,FALSE
Non-Hispanic White,0.13,2007,FALSE
Non-Hispanic White,0.1,2007,FALSE
Non-Hispanic White,0.1,2007,FALSE
Non-Hispanic White,0.13,2007,FALSE
Non-Hispanic White,0.09,2007,FALSE
Non-Hispanic White,0.13,2007,FALSE
Non-Hispanic White,0.1,2007,FALSE
Non-Hispanic White,0.1,2007,FALSE
Non-Hispanic White,0.02,2007,FALSE
Non-Hispanic White,0.1,2007,FALSE
Non-Hispanic White,0.06,2007,FALSE
Non-Hispanic White,0.05,2007,FALSE
Non-Hispanic White,0.08,2007,FALSE
Non-Hispanic White,0.08,2007,FALSE
Non-Hispanic White,0.18,2007,FALSE
Non-Hispanic White,0.09,2007,FALSE
Non-Hispanic White,0.07,2007,FALSE
Non-Hispanic White,0.11,2007,FALSE
Non-Hispanic White,0.14,2007,FALSE
Non-Hispanic White,4386000,2007,FALSE
Non-Hispanic White,4435000,2008,FALSE
Non-Hispanic White,0.13,2008,FALSE
Non-Hispanic White,0.11,2008,FALSE
Non-Hispanic White,0.08,2008,FALSE
Non-Hispanic White,0.09,2008,FALSE
Non-Hispanic White,0.17,2008,FALSE
Non-Hispanic White,0.08,2008,FALSE
Non-Hispanic White,0.07,2008,FALSE
Non-Hispanic White,0.05,2008,FALSE
Non-Hispanic White,0.06,2008,FALSE
Non-Hispanic White,0.12,2008,FALSE
Non-Hispanic White,0.03,2008,FALSE
Non-Hispanic White,0.08,2008,FALSE
Non-Hispanic White,0.1,2008,FALSE
Non-Hispanic White,0.13,2008,FALSE
Non-Hispanic White,0.09,2008,FALSE
Non-Hispanic White,0.14,2008,FALSE
Non-Hispanic White,0.12,2008,FALSE
Non-Hispanic White,0.1,2008,FALSE
Non-Hispanic White,0.2,2008,FALSE
Non-Hispanic White,0.12,2008,FALSE
Non-Hispanic White,0.06,2008,FALSE
Non-Hispanic White,0.14,2008,FALSE
Non-Hispanic White,0.06,2008,FALSE
Non-Hispanic White,0.13,2008,FALSE
Non-Hispanic White,0.07,2008,FALSE
Non-Hispanic White,0.15,2008,FALSE
Non-Hispanic White,0.14,2008,FALSE
Non-Hispanic White,0.18,2008,FALSE
Non-Hispanic White,0.09,2008,FALSE
Non-Hispanic White,0.08,2008,FALSE
Non-Hispanic White,0.08,2008,FALSE
Non-Hispanic White,0.06,2008,FALSE
Non-Hispanic White,0.11,2008,FALSE
Non-Hispanic White,0.12,2008,FALSE
Non-Hispanic White,0.11,2008,FALSE
Non-Hispanic White,0.11,2008,FALSE
Non-Hispanic White,0.13,2008,FALSE
Non-Hispanic White,0.17,2008,FALSE
Non-Hispanic White,0.13,2008,FALSE
Non-Hispanic White,0.11,2008,FALSE
Non-Hispanic White,0.08,2008,FALSE
Non-Hispanic White,0.1,2008,FALSE
Non-Hispanic White,0.12,2008,FALSE
Non-Hispanic White,0.09,2008,FALSE
Non-Hispanic White,0.16,2008,FALSE
Non-Hispanic White,0.08,2008,FALSE
Non-Hispanic White,0.13,2008,FALSE
Non-Hispanic White,0.08,2008,FALSE
Non-Hispanic White,0.1,2008,FALSE
Non-Hispanic White,85000,2008,FALSE
Non-Hispanic White,7000,2008,FALSE
Non-Hispanic White,65000,2008,FALSE
Non-Hispanic White,79000,2008,FALSE
Non-Hispanic White,232000,2008,FALSE
Non-Hispanic White,52000,2008,FALSE
